Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
318601,epidermis,epidermis,Polygon,"1448.06,15152.33 1841.48,15016.43 1496.46,14359.94 1387.82,13295.20 1409.55,11817.59 2517.75,8732.01 3321.74,7710.73 5016.63,6406.96 6103.11,4777.26 7319.95,3799.43 9141.21,2451.55 11209.52,1452.65 12382.91,1039.79 13425.93,1148.44 13642.75,1191.67 14816.61,909.42 18032.57,1018.06 18922.11,1180.03 19010.61,1026.33 18724.17,870.30 18032.57,670.39 16218.39,413.86 15151.81,602.49 13838.37,749.20 13600.84,1091.54 13379.60,972.77 12715.90,944.82 12473.70,912.22 12205.89,854.00 11959.04,954.14 10571.08,1601.54 9038.74,2388.67 7182.70,3643.89 6642.42,3993.21 6144.06,4465.95 6006.66,4566.09 5701.59,4815.27 5089.12,5900.48 4800.35,6175.28 4427.74,6361.58 4199.52,6501.31 4008.56,6717.89 3885.13,6948.44 3433.35,7325.70 3109.65,7491.04 2897.73,7682.01 2324.85,8527.36 2122.24,8934.89 1926.62,9330.79 1735.66,9861.75 1661.14,10059.70 1551.69,10232.03 1395.66,10686.14 1055.66,11710.81 943.87,12586.43 957.85,13636.72 1037.03,14209.60 1164.33,14708.85",-1,-1,-1,-1,-1,-1,-1
